#This line is totally irrelevant. And only the zeroth field for each mode matters...
16.34474,,,,,21.39898,,,,,20.9074,,,,,20.94355,,,,,22.6602,,,,,4.5627,,,,,4.5988,,,,,5.0542,,,,,11.2905,,,,,11.7459,,,,,11.7821,,,,,17.117,,,,,6.3155,,,,,1.2612,,,,,0.4916,,,,,15.2743,,,,,19.7835,,,,,20.0186,,,,,20.2424,,,,,20.4487,,,,,20.4552,,,,,26.4532,,,,,32.6895,,,,,37.2521,,,,,37.2883,,,,,37.7437,,,,,39.0049,,,,,41.8509,,,,,42.3064,,,,,42.798,,,,,49.0342,,,,,53.5969,,,,,53.633,,,,,54.0885,,,,,59.1427,,,,,65.379
